Bedrooms,Bathrooms,Balconies,Pujaz_Rooms,Super_area,Carpet_area,Floor_Number,Total_Floors,Furnished_status,Facing,Address,Price
2,2,0,0,1255,1004,4,5,Unfurnished,East,Paparayudu Nager,61.5
3,2,0,0,1435,1148,3,5,Unfurnished,East,Paparayudu Nager,70.3
3,3,0,0,1425,1425,5,5,Unfurnished,West,Papulguda,64
3,3,0,1,1800,1700,3,4,Semi-Furnished,East,Papulguda,59
2,2,0,0,1032,1032,3,5,Unfurnished,North,Patancheru,37
2,2,0,0,1200,1040,0,10,Unfurnished,East,Patancheru,30
2,2,0,0,847,604,2,3,Unfurnished,East,Patancheru,28.8
3,3,0,1,1388,1084,10,10,Unfurnished,East,Patancheru,55
1,1,0,0,623,623,2,3,Unfurnished,East,Patancheruvu,21.8
2,2,0,1,1300,1050,2,5,Unfurnished,East,Patancheruvu,37.1
2,2,2,1,1300,1000,2,5,Unfurnished,East,Patancheruvu,37.7
2,2,0,0,1350,1050,5,5,Unfurnished,South -West,Patighanpur,30
2,2,2,1,1300,1050,2,5,Unfurnished,East,Patighanpur,37.1
3,3,2,0,1396,958,4,8,Unfurnished,East,Pipe Line Road,54.4
3,3,2,0,1396,958,2,8,Unfurnished,East,Pipe Line Road,54.4
3,3,2,0,1643,1312,1,8,Unfurnished,East,Pipe Line Road,64.1
3,3,2,0,1643,1312,4,8,Unfurnished,West,Pipe Line Road,64.1
3,3,2,0,1643,1369,2,8,Unfurnished,East,pipe line road,64.1
3,3,2,0,1643,1369,4,8,Unfurnished,East,pipe line road,64.1
3,3,2,0,1643,1369,4,8,Unfurnished,East,pipe line road,64.1
3,3,2,0,1643,1369,5,8,Unfurnished,East,pipe line road,64.1
3,3,2,0,1643,1312,3,8,Unfurnished,West,Pipe Line Road,64.1
3,3,2,0,1643,1312,5,8,Unfurnished,West,Pipe Line Road,64.1
2,2,0,0,1250,1250,1,5,Semi-Furnished,East,Pocharam,41.5
2,2,0,0,1287,1287,5,18,Unfurnished,East,Pocharam,54.5
2,2,2,1,1012,750,2,2,Unfurnished,East,Pocharam,37.4
3,3,2,0,1408,1408,4,5,Semi-Furnished,East,Pocharam,46.3
2,1,0,1,1090,950,2,5,Unfurnished,West,Pragathi Nagar,43.6
2,2,0,0,1000,1000,3,4,Semi-Furnished,East,Pragathi Nagar,39
2,2,0,0,1000,850,5,5,Unfurnished,North,Pragathi Nagar,38
2,2,0,0,1020,1020,2,5,Unfurnished,North,Pragathi Nagar,45.5
2,2,0,0,1050,1050,1,4,Furnished,West,Pragathi Nagar,54.5
2,2,0,0,1050,1050,2,5,Unfurnished,North - East,Pragathi Nagar,42
2,2,0,0,1050,950,2,5,Unfurnished,East,Pragathi Nagar,47
2,2,0,0,1108,1108,4,5,Unfurnished,North - East,Pragathi Nagar,52
2,2,0,0,1120,1020,2,5,Semi-Furnished,North,Pragathi Nagar,41
2,2,0,0,1130,1130,3,4,Semi-Furnished,North,Pragathi Nagar,33
2,2,0,0,1135,1020,1,5,Unfurnished,West,Pragathi Nagar,44
2,2,0,0,1150,1150,2,4,Unfurnished,North - East,Pragathi Nagar,43.7
2,2,0,0,1176,1176,2,5,Furnished,East,Pragathi Nagar,44.7
2,2,0,0,1215,1135,1,5,Unfurnished,East,Pragathi Nagar,62
2,2,0,0,1230,1130,5,5,Unfurnished,North,Pragathi Nagar,55
2,2,0,1,1000,900,5,5,Unfurnished,East,Pragathi Nagar,40.5
2,2,0,1,1006,800,3,4,Unfurnished,East,Pragathi Nagar,41
2,2,0,1,1020,816,2,5,Unfurnished,West,Pragathi Nagar,45.5
2,2,0,1,1100,1000,3,5,Unfurnished,East,Pragathi Nagar,44
2,2,0,1,1100,825,1,4,Semi-Furnished,East,Pragathi Nagar,40.7
2,2,0,1,1100,825,4,4,Semi-Furnished,East,Pragathi Nagar,40.7
2,2,0,1,1100,950,3,5,Unfurnished,East,Pragathi Nagar,44
2,2,0,1,1125,1025,3,4,Unfurnished,West,Pragathi Nagar,46.5
2,2,0,1,1125,1125,3,4,Unfurnished,West,Pragathi Nagar,46.5
2,2,0,1,1144,1044,2,5,Unfurnished,West,Pragathi Nagar,47
2,2,0,1,1150,900,4,5,Unfurnished,East,Pragathi Nagar,45
2,2,0,1,1165,845,1,5,Unfurnished,East,Pragathi Nagar,51.3
2,2,0,1,1180,1080,2,5,Unfurnished,North - East,Pragathi Nagar,55.7
2,2,0,1,1200,1100,3,5,Unfurnished,East,Pragathi Nagar,47
2,2,0,1,1225,1100,2,4,Unfurnished,East,Pragathi Nagar,45
2,2,2,0,1020,1020,3,4,Unfurnished,East,Pragathi Nagar,38
2,2,2,0,1030,1030,3,5,Unfurnished,East,Pragathi Nagar,46
2,2,2,0,1050,1025,5,5,Unfurnished,West,Pragathi Nagar,31.5
2,2,2,0,1050,1050,3,4,Semi-Furnished,East,Pragathi Nagar,35
2,2,2,0,1050,950,4,5,Semi-Furnished,East,Pragathi Nagar,42
2,2,2,0,1070,980,1,4,Semi-Furnished,East,Pragathi Nagar,36
2,2,2,0,1115,1115,2,4,Unfurnished,East,Pragathi Nagar,43
2,2,2,0,1200,1100,2,4,Unfurnished,East,Pragathi Nagar,42
2,2,2,0,1200,1200,3,5,Semi-Furnished,North,Pragathi Nagar,40
2,2,2,0,1228,1080,4,4,Semi-Furnished,North,Pragathi Nagar,45
2,2,2,0,1228,1228,1,4,Unfurnished,North - East,Pragathi Nagar,43
2,2,2,1,1100,1100,2,4,Unfurnished,North - East,Pragathi Nagar,48
2,2,2,1,1100,300,1,5,Unfurnished,East,Pragathi Nagar,40
2,2,2,1,1200,950,2,4,Unfurnished,West,Pragathi Nagar,43.2
2,2,2,1,1300,1100,1,4,Unfurnished,North,Pragathi Nagar,55
2,2,3,0,1000,936,2,4,Unfurnished,East,Pragathi Nagar,35
3,2,3,0,1150,1050,0,4,Unfurnished,East,Pragathi Nagar,37
3,2,0,1,1300,1200,3,4,Unfurnished,East,Pragathi Nagar,52
3,2,0,1,1342,1242,3,4,Semi-Furnished,East,Pragathi Nagar,49
3,2,0,0,1355,1355,5,5,Semi-Furnished,West,Pragathi Nagar,45
3,2,2,1,1500,1400,3,4,Furnished,West,Pragathi Nagar,52
3,3,0,1,1500,1500,4,5,Unfurnished,North - East,Pragathi Nagar,50
3,3,2,1,1500,1200,2,4,Unfurnished,East,Pragathi Nagar,54
3,2,0,0,1500,1500,1,5,Semi-Furnished,East,Pragathi Nagar,65
3,3,2,0,1570,1570,3,4,Semi-Furnished,North,Pragathi Nagar,80
3,2,0,0,1650,1400,2,5,Unfurnished,East,Pragathi Nagar,70
3,3,0,1,1650,1350,0,4,Unfurnished,East,Pragathi Nagar,65.5
2,2,0,1,1100,1100,4,5,Unfurnished,North,Prakash Nagar,60
3,2,2,1,1400,1300,2,4,Unfurnished,East,Prakash Nagar,77
2,2,2,0,867,820,2,2,Semi-Furnished,East,Punjagutta,48
2,2,3,0,1425,1325,1,3,Semi-Furnished,West,Punjagutta,69
2,2,0,0,1055,800,4,5,Semi-Furnished,North,Puppalaguda,52
2,2,0,0,1055,800,4,5,Unfurnished,North,Puppalaguda,52
2,2,0,0,1220,1100,2,5,Furnished,North - East,Puppalaguda,50
2,2,0,0,1375,1375,3,5,Unfurnished,West,Puppalaguda,56
2,2,0,1,1172,980,4,5,Unfurnished,East,Puppalaguda,52.7
2,2,0,1,1214,1010,2,5,Semi-Furnished,East,Puppalaguda,57.5
2,2,0,1,1270,1200,0,5,Semi-Furnished,North,Puppalaguda,66
2,2,2,0,1200,1100,1,5,Semi-Furnished,West,Puppalaguda,70
2,2,2,0,1292,1292,0,6,Unfurnished,East,Puppalaguda,58.1
3,3,0,0,1410,1310,2,4,Unfurnished,East,Puppalaguda,60.5
3,3,2,1,1474,1475,1,4,Unfurnished,East,Puppalaguda,44
3,2,2,0,1584,1484,3,5,Semi-Furnished,West,Puppalaguda,70
3,3,0,0,1640,1300,3,5,Unfurnished,West,Puppalaguda,72.2
3,3,2,1,1719,1700,1,5,Unfurnished,East,Puppalaguda,77.4
3,3,0,0,1752,1752,3,5,Unfurnished,East,Puppalaguda,72
3,3,2,1,1820,1700,5,5,Semi-Furnished,East,Puppalaguda,73
2,2,0,0,1220,1120,2,4,Semi-Furnished,South,Quthbullapur,48.8
2,2,3,0,1110,890,9,9,Unfurnished,East,Quthbullapur,35
2,2,3,0,1500,1348,3,6,Unfurnished,East,Quthbullapur,57
3,3,2,1,1400,1400,0,0,Unfurnished,East,Quthbullapur Main Road,56
2,2,0,0,1195,960,3,5,Unfurnished,East,Raghavendra Nagar-Nacharam,53.5
2,2,0,1,1085,985,3,3,Unfurnished,North - East,Raghavendra Nagar-Nacharam,40
2,2,2,0,1100,1000,5,5,Unfurnished,West,Raj Bhawan Road,40
3,3,3,1,1400,1250,4,5,Semi-Furnished,East,Raj Bhawan Road,70
3,2,2,0,1377,1100,1,5,Unfurnished,East,Rajarajeshwari Nagar,74.9
3,2,2,1,1525,1525,5,5,Unfurnished,East,Rajarajeshwari Nagar,72.5
1,1,0,0,610,200,4,10,Semi-Furnished,East,Rajendra Nagar,30.9
1,1,0,0,610,480,6,11,Semi-Furnished,North,Rajendra Nagar,35
1,1,0,1,380,380,7,10,Unfurnished,East,Rajendra Nagar,26
1,1,0,1,613,613,6,10,Unfurnished,East,Rajendra Nagar,42
2,2,0,0,1000,780,6,10,Unfurnished,East,Rajendra Nagar,48
2,2,2,0,1100,930,4,10,Unfurnished,East,Rajendra Nagar,53
3,2,0,1,1047,1047,8,10,Unfurnished,East,Rajendra Nagar,62
3,2,0,0,1313,1200,4,5,Semi-Furnished,North,Rajendra Nagar,49
3,2,3,1,1315,886,6,10,Semi-Furnished,East,Rajendra Nagar,64
3,2,3,0,1315,886,6,10,Semi-Furnished,East,Rajendra Nagar,64
3,2,0,1,1315,1190,4,10,Semi-Furnished,East,Rajendra Nagar,65.1
3,3,0,0,1485,1485,1,5,Semi-Furnished,West,Rajendra Nagar,56
3,2,2,1,1675,1575,1,4,Semi-Furnished,North,Rajiv Gandhi Nagar Colony,62
1,1,0,0,720,720,6,6,Unfurnished,North,Rajivgandhi nagar nizampet,22.5
1,2,0,0,685,685,3,3,Semi-Furnished,North,Ram nagar,23
2,2,0,1,1095,995,0,0,Unfurnished,East,Ramachandra Puram,31.5
3,3,2,1,1550,1300,5,5,Unfurnished,West,Ramachandra Puram,77
2,2,0,1,1340,1240,2,5,Semi-Furnished,North - East,Ramanthapur,80
2,2,2,0,1150,1050,5,5,Semi-Furnished,East,Ramanthapur,52
2,2,3,0,1255,1175,3,3,Unfurnished,East,Ravindra Nagar,35
1,2,0,0,720,720,5,5,Unfurnished,West,Red Hills LAKDIKA PHOOL,28
2,2,2,1,1200,950,3,5,Unfurnished,East,Rhoda Mistri Nagar,54.5
2,2,0,0,700,650,3,3,Semi-Furnished,East,Safilguda,22
2,2,0,1,1045,1045,2,5,Semi-Furnished,East,Sahara Estate,45
3,3,3,0,1323,1223,2,5,Unfurnished,North - East,Sai Baba Nagar,54
2,2,0,0,1105,1005,5,5,Semi-Furnished,North - East,Sai Nagar-Peerzadiguda,55
2,2,0,0,770,670,3,5,Unfurnished,West,Sai Nagar-Quthbullapur,24
2,2,0,1,1120,1120,3,5,Unfurnished,North,Saidabad,62
3,2,2,1,1400,1300,1,5,Furnished,North - East,Saidabad,63
2,2,0,0,1175,1075,2,4,Unfurnished,East,Sainikpuri,54
2,2,0,0,1240,1340,12,14,Semi-Furnished,South,Sainikpuri,37
3,3,0,0,1100,1000,3,9,Unfurnished,East,Sainikpuri,43
3,3,0,0,1500,1500,0,0,Unfurnished,East,Sainikpuri,67.5
3,3,2,0,1522,1422,5,5,Unfurnished,West,Sainikpuri,48.5
3,3,2,0,1563,1563,2,5,Unfurnished,East,Sainikpuri,63
3,3,2,0,1568,1568,3,5,Unfurnished,North - East,Sainikpuri,65
3,3,0,0,1650,1500,1,6,Unfurnished,North,Sainikpuri,73
2,2,2,0,1300,1044,5,5,Unfurnished,West,Saket,37
3,2,0,0,1449,1249,2,5,Unfurnished,West,Saket,65
1,2,0,1,632,632,5,5,Unfurnished,South,Saleem Nagar,30
2,2,2,1,1392,1392,5,5,Unfurnished,East,Saleem Nagar,71
3,2,2,0,1325,1100,4,5,Unfurnished,West,Samata Colony,47
2,2,3,1,1225,1000,3,5,Unfurnished,East,Samatha Nagar,68
2,2,0,1,1211,1190,3,5,Unfurnished,North,Sanath Nagar,75.5
2,3,0,0,1000,900,0,4,Unfurnished,East,Sanath Nagar,55
1,1,0,1,512,512,3,5,Semi-Furnished,East,Sanjeeva Reddy Nagar,30
3,2,4,0,1250,1250,1,5,Semi-Furnished,North,Sanjeeva Reddy Nagar,69
3,2,3,0,1150,1050,4,5,Semi-Furnished,East,Sanjeeva Reddy Nagar,55
3,2,4,0,1250,1250,1,5,Semi-Furnished,North,Sanjeeva Reddy Nagar,69
3,2,2,0,1360,1250,1,5,Semi-Furnished,East,Santosh Nagar,65
3,2,2,0,2400,1160,4,5,Unfurnished,South - East,Santosh Nagar,46
2,2,0,0,760,700,3,3,Unfurnished,East,Santosh Nagar-Mehdipatnam,30
2,2,2,1,1155,950,5,6,Unfurnished,East,Saroornagar,58.4
3,3,2,1,1290,967,4,5,Unfurnished,West,Saroornagar,66.9
3,3,2,1,1500,1500,4,5,Unfurnished,West,Satyam Enclave,64.5
2,2,2,1,1100,900,2,3,Unfurnished,West,SBI Colony Mehdipatnam,60
1,1,0,0,700,650,0,2,Furnished,East,Secunderabad,38
2,2,0,0,1150,1150,3,5,Semi-Furnished,East,Secunderabad,30
2,2,0,1,1050,1000,2,3,Semi-Furnished,North,Secunderabad,32
2,2,0,1,850,800,3,4,Unfurnished,East,Secunderabad,36
2,2,2,0,850,750,1,5,Furnished,West,Secunderabad,28
3,3,2,1,1440,1440,2,5,Unfurnished,West,Secunderabad,67
2,2,0,0,810,740,1,5,Unfurnished,North,Serilingampally,32
2,2,2,0,1075,1075,1,4,Semi-Furnished,East,Serilingampally,50
2,2,2,0,1075,1075,1,4,Unfurnished,North - East,Serilingampally,50
3,2,0,0,1125,950,2,5,Unfurnished,North,Shaikpet,46.3
3,2,2,1,1800,1800,4,4,Unfurnished,East,Shaikpet,80
2,2,0,1,1135,200,3,5,Unfurnished,East,Shameerpet,20.4
3,3,2,0,1375,1260,2,4,Unfurnished,West,Shanti Nagar,65
2,2,0,1,1000,950,5,20,Semi-Furnished,East,Shanti Nagar Colony,22.5
3,3,0,1,1665,1400,1,5,Unfurnished,West,Shirdi Enclave-Yapral,68
2,2,0,1,1050,1050,3,5,Furnished,East,Shivam Rd,55
2,2,2,0,1100,1000,2,4,Furnished,East,Sindhi Colony,65
1,1,2,1,643,600,1,3,Furnished,East,Sitaphalmandi,27
2,2,0,0,775,700,1,3,Unfurnished,West,Sitaphalmandi,28
2,2,0,0,1243,1243,5,8,Semi-Furnished,North,Somajiguda,63
2,2,2,0,1060,1060,0,3,Unfurnished,West,Sri Krishna Nagar Colony,36
2,2,0,0,1035,795,4,4,Unfurnished,West,Sri Laxmi Nagar Colony-Manikonda,45
3,3,2,1,1520,1420,3,3,Semi-Furnished,East,Sri Nagar Colony,80
2,2,0,1,1130,1130,0,5,Unfurnished,West,Sri Ram Nagar Colony,52
2,2,2,0,1000,1000,2,4,Furnished,East,Sri Ramnagar - Block C,75
2,2,2,1,1150,1000,4,4,Semi-Furnished,East,Sri Ramnagar - Block C,65
2,2,2,1,1100,1100,3,3,Unfurnished,South - East,Subhash Nagar-Jeedimetla,50
2,2,0,0,1000,800,0,5,Unfurnished,East,Suchitra Circle,38
2,2,0,0,1251,939,2,4,Unfurnished,West,Suchitra Circle,52.5
2,2,0,1,1100,1100,1,5,Unfurnished,East,Suchitra Circle,56
2,2,0,1,1220,900,2,4,Unfurnished,South,Suchitra Circle,48.8
2,2,2,1,1080,980,1,5,Unfurnished,North - East,Suchitra Circle,46
2,2,2,1,1220,1250,5,5,Semi-Furnished,North,Suchitra Circle,37
3,3,2,0,1360,1100,2,5,Unfurnished,West,Suchitra Circle,70
3,2,2,0,1455,1200,3,5,Semi-Furnished,East,Suchitra Circle,60
2,2,0,0,1050,1030,4,5,Semi-Furnished,East,Sun City,35
2,2,2,1,1250,1050,2,5,Unfurnished,North,Sun City,45
3,2,0,0,1302,1100,3,4,Unfurnished,North,Sun City,49.9
3,3,2,1,1506,1506,3,5,Unfurnished,East,Sun City,59
3,2,2,0,1543,1453,1,4,Furnished,East,Sun City,45
3,2,2,0,1600,1500,3,4,Semi-Furnished,South -West,Sun City,80
3,3,0,0,2077,1900,2,4,Semi-Furnished,North - East,Sun City,80
2,2,0,0,1130,1130,1,4,Furnished,East,Suraram,45
2,2,0,1,1170,1135,1,5,Unfurnished,East,Taramatipet,20.4
2,2,0,0,1100,1000,2,3,Semi-Furnished,North,Tarnaka,66
3,2,2,0,1320,1320,4,4,Semi-Furnished,South - East,Tarnaka,72.6
3,3,0,1,1525,1530,3,5,Unfurnished,North,Tarnaka,74
2,2,2,1,1235,1235,5,5,Unfurnished,West,Teegala Kunta,58
3,2,2,0,1432,1201,6,30,Semi-Furnished,East,telalpur,79.6
2,2,0,0,1261,1009,5,9,Unfurnished,West,Tellapur,61.8
2,2,0,0,1261,1009,8,9,Unfurnished,West,Tellapur,61.8
2,2,0,0,1261,1261,3,9,Unfurnished,West,Tellapur,61.8
2,2,0,0,1261,1261,4,10,Semi-Furnished,East,Tellapur,61.8
2,2,0,0,1261,1261,5,10,Semi-Furnished,East,Tellapur,61.8
2,2,0,0,1261,1261,6,10,Semi-Furnished,East,Tellapur,61.8
2,2,0,0,1261,1261,7,10,Unfurnished,West,Tellapur,62
2,2,0,1,1261,1261,0,9,Unfurnished,East,Tellapur,61.7
2,2,0,1,1261,1261,5,9,Unfurnished,West,Tellapur,68.8
2,2,0,1,1261,1261,8,9,Unfurnished,West,Tellapur,61.8
2,2,2,0,1122,900,2,2,Semi-Furnished,West,Tellapur,59.5
2,2,2,0,1261,1035,4,9,Unfurnished,East,Tellapur,70
3,3,0,0,1570,1570,2,7,Unfurnished,North,Tellapur,80
3,3,0,0,1570,1570,3,7,Unfurnished,North,Tellapur,75
3,3,3,1,1760,1660,1,5,Unfurnished,East,Tellapur,75
2,2,0,0,1220,1220,0,5,Semi-Furnished,North,Timber Lake colony,54
2,2,0,0,1100,1100,2,6,Unfurnished,South - East,Toli Chowki,38
2,2,0,0,1200,1000,2,5,Unfurnished,South,Toli Chowki,40
2,2,0,0,1550,1400,4,6,Semi-Furnished,East,Toli Chowki,42
2,2,0,0,800,750,0,3,Unfurnished,South,Toli Chowki,35
2,2,2,0,1125,1125,1,5,Unfurnished,West,Toli Chowki,43
3,3,2,0,1200,1200,2,5,Unfurnished,East,Toli Chowki,54
2,2,0,0,1130,1130,3,5,Unfurnished,East,Tukkuguda,37.3
2,2,2,0,1040,900,16,26,Unfurnished,North - East,Tukkuguda,38
2,2,0,1,1160,1160,5,5,Semi-Furnished,West,Turkapalli,45
2,2,0,0,1165,669,1,5,Unfurnished,East,Uppal,48.9
2,2,0,1,1000,950,5,5,Unfurnished,West,Uppal,50
2,2,2,0,1150,1000,2,5,Furnished,East,Uppal,65
2,2,2,0,850,800,2,4,Unfurnished,North,Uppal,35
2,2,2,1,1033,900,2,5,Unfurnished,East,Uppal,47.5
2,2,2,1,1040,801,2,5,Unfurnished,East,Uppal,47
2,2,2,1,1179,900,0,7,Unfurnished,East,Uppal,62
2,2,2,1,1300,1300,0,12,Unfurnished,East,Uppal,71.5
3,2,0,0,1483,1483,3,8,Semi-Furnished,West,Uppal,69.3
2,2,0,0,750,650,5,5,Semi-Furnished,East,Upparpally,32
3,2,2,1,1540,1400,3,5,Unfurnished,North,VAISHALI Nagar Madinaguda,75
3,3,0,1,1450,1200,2,5,Unfurnished,East,Vanasthalipuram,70
2,2,2,0,845,750,4,4,Furnished,North - East,Venkata Ramana Colony,29
2,2,0,0,1120,1020,5,5,Unfurnished,East,Venkatraya Nagar,43.1
2,2,0,0,1120,850,5,5,Unfurnished,West,Vidyanagar,55
2,2,2,0,1020,950,1,4,Semi-Furnished,West,Vidyanagar,42
3,2,0,0,1303,1200,2,5,Unfurnished,North - East,Vijaya Puri Colony,60
2,2,2,1,1400,1300,2,3,Unfurnished,East,Vikas Nagar-Bandlaguda Jagir,59
2,2,0,0,820,725,4,4,Unfurnished,West,Warasiguda,38
2,2,0,0,1200,1100,2,4,Furnished,North,West Marredpally,50
2,2,0,0,800,450,2,3,Furnished,West,West Marredpally,35
2,2,0,1,1060,900,4,5,Semi-Furnished,West,West Marredpally,55
2,2,2,0,1050,980,2,5,Semi-Furnished,East,West Marredpally,38
3,3,0,1,1500,1500,4,4,Unfurnished,East,West Venkatapuram,60
3,2,0,0,1500,1400,1,5,Unfurnished,East,Yakubpura,50
2,2,2,1,1220,1220,0,5,Unfurnished,East,Yapral,46.3
3,3,0,0,1500,1500,1,5,Unfurnished,East,Yapral,51
3,3,2,0,1685,1685,3,5,Unfurnished,East,Yapral,70
2,2,2,0,1195,1195,2,4,Semi-Furnished,East,Zaheerabad,40.4
